frame_number	 sync_in1	 sync_in2	 time_stamp
2183	 1	 1	 109.159491062
2184	 1	 1	 109.209503174
2185	 1	 1	 109.259510994
2186	 1	 1	 109.309514999
2187	 1	 1	 109.359511137
2188	 1	 1	 109.409525156
2189	 1	 1	 109.459525108
2190	 1	 1	 109.509534121
2191	 1	 1	 109.559529066
2192	 1	 1	 109.609542131
2193	 1	 1	 109.659547091
2194	 1	 1	 109.709549189
2195	 1	 1	 109.759551048
2196	 1	 1	 109.809559107
2197	 1	 1	 109.85957098
2198	 1	 1	 109.909572124
2199	 1	 1	 109.959573984
2200	 1	 1	 110.009580135
2201	 1	 1	 110.059574127
2202	 1	 1	 110.109587193
2203	 1	 1	 110.159593105
2204	 1	 1	 110.209593058
2205	 1	 1	 110.259593964
2206	 1	 1	 110.309612036
2207	 1	 1	 110.359605074
2208	 1	 1	 110.4096241
2209	 1	 1	 110.459611177
2210	 1	 1	 110.509631157
2211	 1	 1	 110.559631109
2212	 1	 1	 110.609637022
2213	 1	 1	 110.659643173
2214	 1	 1	 110.709637165
2215	 1	 1	 110.759653091
2216	 1	 1	 110.809653997
2217	 1	 1	 110.85966301
2218	 1	 1	 110.909662962
2219	 1	 1	 110.959666014
2220	 1	 1	 111.009670019
2221	 1	 1	 111.05967617
2222	 1	 1	 111.10971117
2223	 1	 1	 111.159693956
2224	 1	 1	 111.209696054
2225	 1	 1	 111.259691
2226	 1	 1	 111.309700966
2227	 1	 1	 111.359706163
2228	 1	 1	 111.409707069
2229	 1	 1	 111.459697962
2230	 1	 1	 111.509726048
2231	 1	 1	 111.559724092
2232	 1	 1	 111.609726191
2233	 1	 1	 111.659725189
2234	 1	 1	 111.709743023
2235	 1	 1	 111.759747028
2236	 1	 1	 111.809751034
2237	 1	 1	 111.859742165
2238	 1	 1	 111.909749985
2239	 1	 1	 111.959760189
2240	 1	 1	 112.009760141
2241	 1	 1	 112.059767962
2242	 1	 1	 112.109771967
2243	 1	 1	 112.159772158
2244	 1	 1	 112.209779024
2245	 1	 1	 112.25978899
2246	 1	 1	 112.309803963
2247	 1	 1	 112.359788179
2248	 1	 1	 112.409799099
2249	 1	 1	 112.459804058
2250	 1	 1	 112.509809971
2251	 1	 1	 112.559810162
2252	 1	 1	 112.609822989
2253	 1	 1	 112.659824133
2254	 1	 1	 112.709827185
2255	 1	 1	 112.759832144
2256	 1	 1	 112.809838057
2257	 1	 1	 112.859843969
2258	 1	 1	 112.909847021
2259	 1	 1	 112.959853172
2260	 1	 1	 113.009860039
2261	 1	 1	 113.059867144
2262	 1	 1	 113.109860182
2263	 1	 1	 113.159875154
2264	 1	 1	 113.209875107
2265	 1	 1	 113.259883165
2266	 1	 1	 113.309875965
2267	 1	 1	 113.35988903
2268	 1	 1	 113.409892082
2269	 1	 1	 113.459895134
2270	 1	 1	 113.509894133
2271	 1	 1	 113.55990696
2272	 1	 1	 113.609910011
2273	 1	 1	 113.659917116
2274	 1	 1	 113.709908962
2275	 1	 1	 113.759919167
2276	 1	 1	 113.809928179
2277	 1	 1	 113.859943151
2278	 1	 1	 113.909940958
2279	 1	 1	 113.959943056
2280	 1	 1	 114.009948015
2281	 1	 1	 114.060793161
2282	 1	 1	 114.110001087
2283	 1	 1	 114.159973145
2284	 1	 1	 114.20996809
2285	 1	 1	 114.259963036
2286	 1	 1	 114.309977055
2287	 1	 1	 114.359982967
2288	 1	 1	 114.409985065
2289	 1	 1	 114.459984064
2290	 1	 1	 114.509994984
2291	 1	 1	 114.560003042
2292	 1	 1	 114.610008001
2293	 1	 1	 114.659998178
2294	 1	 1	 114.710018158
2295	 1	 1	 114.760025024
2296	 1	 1	 114.810026169
2297	 1	 1	 114.860021114
2298	 1	 1	 114.91003418
2299	 1	 1	 114.960036993
2300	 1	 1	 115.010032177
2301	 1	 1	 115.06004715
2302	 1	 1	 115.110049963
2303	 1	 1	 115.160062075
2304	 1	 1	 115.210054159
2305	 1	 1	 115.260066032
2306	 1	 1	 115.310070038
2307	 1	 1	 115.360078096
2308	 1	 1	 115.410071135
2309	 1	 1	 115.460086107
2310	 1	 1	 115.510091066
2311	 1	 1	 115.560094118
2312	 1	 1	 115.610087156
2313	 1	 1	 115.660109997
2314	 1	 1	 115.710103989
2315	 1	 1	 115.760113001
2316	 1	 1	 115.810106039
2317	 1	 1	 115.860119104
2318	 1	 1	 115.910124063
2319	 1	 1	 115.960138083
2320	 1	 1	 116.010140181
2321	 1	 1	 116.060147047
2322	 1	 1	 116.110141039
2323	 1	 1	 116.160148144
2324	 1	 1	 116.21014905
2325	 1	 1	 116.260159016
2326	 1	 1	 116.310152054
2327	 1	 1	 116.36016798
2328	 1	 1	 116.410170078
2329	 1	 1	 116.460174084
2330	 1	 1	 116.510169983
2331	 1	 1	 116.560188055
2332	 1	 1	 116.610193968
2333	 1	 1	 116.660197973
2334	 1	 1	 116.710191965
2335	 1	 1	 116.760210991
2336	 1	 1	 116.81020999
2337	 1	 1	 116.860217094
2338	 1	 1	 116.910225153
2339	 1	 1	 116.960225105
2340	 1	 1	 117.010226011
2341	 1	 1	 117.060248137
2342	 1	 1	 117.110243082
2343	 1	 1	 117.160248041
2344	 1	 1	 117.210251093
2345	 1	 1	 117.260251045
2346	 1	 1	 117.31024313
2347	 1	 1	 117.36026001
2348	 1	 1	 117.410262108
2349	 1	 1	 117.460267067
2350	 1	 1	 117.510265112
2351	 1	 1	 117.560280085
2352	 1	 1	 117.610279083
2353	 1	 1	 117.660283089
2354	 1	 1	 117.710278988
2355	 1	 1	 117.760300159
2356	 1	 1	 117.810301065
2357	 1	 1	 117.86030817
2358	 1	 1	 117.910310984
2359	 1	 1	 117.960311174
2360	 1	 1	 118.010307074
2361	 1	 1	 118.060326099
2362	 1	 1	 118.110327959
2363	 1	 1	 118.160335064
2364	 1	 1	 118.210328102
2365	 1	 1	 118.260343075
2366	 1	 1	 118.31034708
2367	 1	 1	 118.360352039
2368	 1	 1	 118.410348177
2369	 1	 1	 118.46036005
2370	 1	 1	 118.510363102
2371	 1	 1	 118.560374975
2372	 1	 1	 118.61036396
2373	 1	 1	 118.660380125
2374	 1	 1	 118.710386038
2375	 1	 1	 118.760390997
2376	 1	 1	 118.810382128
2377	 1	 1	 118.860401154
2378	 1	 1	 118.910393
2379	 1	 1	 118.960397959
2380	 1	 1	 119.010421038
2381	 1	 1	 119.060425043
2382	 1	 1	 119.110430002
2383	 1	 1	 119.160423994
2384	 1	 1	 119.21043396
2385	 1	 1	 119.260435104
2386	 1	 1	 119.31043911
2387	 1	 1	 119.360435963
2388	 1	 1	 119.410448074
2389	 1	 1	 119.460458994
2390	 1	 1	 119.510462046
2391	 1	 1	 119.560456991
2392	 1	 1	 119.61046505
2393	 1	 1	 119.660480976
2394	 1	 1	 119.710474014
2395	 1	 1	 119.760473967
2396	 1	 1	 119.810485125
2397	 1	 1	 119.860491037
2398	 1	 1	 119.910497189
2399	 1	 1	 119.960500002
2400	 1	 1	 120.010503054
2401	 1	 1	 120.060539007
2402	 1	 1	 120.110512018
2403	 1	 1	 120.160526991
2404	 1	 1	 120.210522175
2405	 1	 1	 120.260527134
2406	 1	 1	 120.310523033
2407	 1	 1	 120.360538006
2408	 1	 1	 120.41053915
2409	 1	 1	 120.460544109
2410	 1	 1	 120.510539055
2411	 1	 1	 120.560563087
2412	 1	 1	 120.610560179
2413	 1	 1	 120.660575151
2414	 1	 1	 120.710561037
2415	 1	 1	 120.760573149
2416	 1	 1	 120.810577154
2417	 1	 1	 120.860589027
2418	 1	 1	 120.910588026
2419	 1	 1	 120.960602999
2420	 1	 1	 121.010599136
2421	 1	 1	 121.060597181
2422	 1	 1	 121.111096144
2423	 1	 1	 121.16062212
2424	 1	 1	 121.210618973
2425	 1	 1	 121.26061511
2426	 1	 1	 121.310624123
2427	 1	 1	 121.360634089
2428	 1	 1	 121.410633087
2429	 1	 1	 121.460644007
2430	 1	 1	 121.510648966
2431	 1	 1	 121.56065011
2432	 1	 1	 121.610653162
2433	 1	 1	 121.660650015
2434	 1	 1	 121.710662127
2435	 1	 1	 121.760673046
2436	 1	 1	 121.810672045
2437	 1	 1	 121.860674143
2438	 1	 1	 121.910675049
2439	 1	 1	 121.960674047
2440	 1	 1	 122.010688066
2441	 1	 1	 122.060693979
2442	 1	 1	 122.110697031
2443	 1	 1	 122.160693169
2444	 1	 1	 122.210709095
2445	 1	 1	 122.260715008
2446	 1	 1	 122.310724974
2447	 1	 1	 122.360710144
2448	 1	 1	 122.410727024
2449	 1	 1	 122.460731983
2450	 1	 1	 122.510742188
2451	 1	 1	 122.560731173
2452	 1	 1	 122.610749006
2453	 1	 1	 122.660748959
2454	 1	 1	 122.710752964
2455	 1	 1	 122.760758162
2456	 1	 1	 122.810765982
2457	 1	 1	 122.860769033
2458	 1	 1	 122.910773039
2459	 1	 1	 122.961344004
2460	 1	 1	 123.010782003
2461	 1	 1	 123.064659119
2462	 1	 1	 123.110800982
2463	 1	 1	 123.160796165
2464	 1	 1	 123.210798025
2465	 1	 1	 123.260807037
2466	 1	 1	 123.310810089
2467	 1	 1	 123.36080718
2468	 1	 1	 123.410819054
2469	 1	 1	 123.460821152
2470	 1	 1	 123.510828018
2471	 1	 1	 123.560825109
2472	 1	 1	 123.610836029
2473	 1	 1	 123.660849094
2474	 1	 1	 123.710843086
2475	 1	 1	 123.760843992
2476	 1	 1	 123.810857058
2477	 1	 1	 123.860857964
2478	 1	 1	 123.910866022
2479	 1	 1	 123.960875988
2480	 1	 1	 124.010872126
2481	 1	 1	 124.060871124
2482	 1	 1	 124.110882044
2483	 1	 1	 124.16089797
2484	 1	 1	 124.210893154
2485	 1	 1	 124.260890007
2486	 1	 1	 124.310911179
2487	 1	 1	 124.36090517
2488	 1	 1	 124.410909176
2489	 1	 1	 124.460905075
2490	 1	 1	 124.510920048
2491	 1	 1	 124.56092906
2492	 1	 1	 124.610928059
2493	 1	 1	 124.660923958
2494	 1	 1	 124.710937977
2495	 1	 1	 124.760953188
2496	 1	 1	 124.810948133
2497	 1	 1	 124.860944033
2498	 1	 1	 124.910958052
2499	 1	 1	 124.960967064
2500	 1	 1	 125.010959148
2501	 1	 1	 125.060978174
2502	 1	 1	 125.110990047
2503	 1	 1	 125.16099
2504	 1	 1	 125.210972071
2505	 1	 1	 125.26099515
2506	 1	 1	 125.311000109
2507	 1	 1	 125.361005068
2508	 1	 1	 125.411000967
2509	 1	 1	 125.461008072
2510	 1	 1	 125.511013985
2511	 1	 1	 125.561019182
2512	 1	 1	 125.611011028
2513	 1	 1	 125.661026001
2514	 1	 1	 125.71103096
2515	 1	 1	 125.761038065
2516	 1	 1	 125.811031103
2517	 1	 1	 125.861054182
2518	 1	 1	 125.911051989
2519	 1	 1	 125.961054087
2520	 1	 1	 126.011058092
2521	 1	 1	 126.061171055
2522	 1	 1	 126.11106801
2523	 1	 1	 126.161072016
2524	 1	 1	 126.211080074
2525	 1	 1	 126.26109004
2526	 1	 1	 126.311094999
2527	 1	 1	 126.361081123
2528	 1	 1	 126.411096096
2529	 1	 1	 126.461101055
2530	 1	 1	 126.511106014
2531	 1	 1	 126.561104059
2532	 1	 1	 126.611114979
2533	 1	 1	 126.661118984
2534	 1	 1	 126.71112299
2535	 1	 1	 126.761121035
2536	 1	 1	 126.811141014
2537	 1	 1	 126.861145973
2538	 1	 1	 126.911148071
2539	 1	 1	 126.961150169
2540	 1	 1	 127.011156082
2541	 1	 1	 127.061161041
2542	 1	 1	 127.111157179
2543	 1	 1	 127.161167145
2544	 1	 1	 127.211168051
2545	 1	 1	 127.261177063
2546	 1	 1	 127.311171055
2547	 1	 1	 127.361186981
2548	 1	 1	 127.411198139
2549	 1	 1	 127.461192131
2550	 1	 1	 127.511188984
2551	 1	 1	 127.561205149
2552	 1	 1	 127.611207008
2553	 1	 1	 127.661214113
2554	 1	 1	 127.711204052
2555	 1	 1	 127.761223078
2556	 1	 1	 127.811225176
2557	 1	 1	 127.861231089
2558	 1	 1	 127.911237955
2559	 1	 1	 127.961246967
2560	 1	 1	 128.011234045
2561	 1	 1	 128.061248064
2562	 1	 1	 128.111255169
2563	 1	 1	 128.161260128
2564	 1	 1	 128.211253166
2565	 1	 1	 128.261265993
2566	 1	 1	 128.311283112
2567	 1	 1	 128.361284018
2568	 1	 1	 128.411272049
2569	 1	 1	 128.461286068
2570	 1	 1	 128.511290073
2571	 1	 1	 128.561295033
2572	 1	 1	 128.611294031
2573	 1	 1	 128.66130805
2574	 1	 1	 128.711307049
2575	 1	 1	 128.76131916
2576	 1	 1	 128.811307192
2577	 0	 1	 128.861323118
2578	 1	 1	 128.911321163
2579	 1	 1	 128.961332083
2580	 1	 1	 129.011346102
2581	 1	 1	 129.061359167
2582	 1	 1	 129.111430168
2583	 1	 1	 129.161355019
2584	 1	 1	 129.21136117
2585	 1	 1	 129.261367083
2586	 1	 1	 129.311365128
2587	 1	 1	 129.361369133
2588	 1	 1	 129.411372185
2589	 1	 1	 129.461379051
2590	 0	 1	 129.511384964
2591	 1	 1	 129.561388016
2592	 1	 1	 129.611382008
2593	 1	 1	 129.661394119
2594	 1	 1	 129.711403131
2595	 1	 1	 129.761407137
2596	 1	 1	 129.811402082
2597	 1	 1	 129.861422062
2598	 1	 1	 129.911421061
2599	 1	 1	 129.96142602
2600	 1	 1	 130.011428118
2601	 1	 1	 130.061434031
2602	 1	 1	 130.111427069
2603	 0	 1	 130.161448002
2604	 1	 1	 130.211447001
2605	 1	 1	 130.261451006
2606	 1	 1	 130.311455011
2607	 1	 1	 130.361462116
2608	 1	 1	 130.411463022
2609	 1	 1	 130.461470127
2610	 1	 1	 130.511465073
2611	 1	 1	 130.561480999
2612	 1	 1	 130.611479998
2613	 1	 1	 130.661486149
2614	 1	 1	 130.711483955
2615	 1	 1	 130.761507988
2616	 0	 1	 130.81150198
2617	 1	 1	 130.861508131
2618	 1	 1	 130.911520004
2619	 1	 1	 130.961521149
2620	 1	 1	 131.011530161
2621	 1	 1	 131.061521053
2622	 1	 1	 131.111539125
2623	 1	 1	 131.161544085
2624	 1	 1	 131.211544991
2625	 1	 1	 131.261541128
2626	 1	 1	 131.311554193
2627	 1	 1	 131.361562967
2628	 1	 1	 131.411559105
2629	 0	 1	 131.461551189
2630	 1	 1	 131.511571169
2631	 1	 1	 131.561576128
2632	 1	 1	 131.611575127
2633	 1	 1	 131.661574125
2634	 1	 1	 131.711585999
2635	 1	 1	 131.761593103
2636	 1	 1	 131.811597109
2637	 1	 1	 131.861591101
2638	 1	 1	 131.91159606
2639	 1	 1	 131.961606979
2640	 1	 1	 132.011613131
2641	 1	 1	 132.06520009
2642	 0	 1	 132.111637115
2643	 1	 1	 132.161630154
2644	 1	 1	 132.211641073
2645	 1	 1	 132.261636972
2646	 1	 1	 132.311644077
2647	 1	 1	 132.361648083
2648	 1	 1	 132.411646128
2649	 1	 1	 132.461654186
2650	 1	 1	 132.511667013
2651	 1	 1	 132.561666965
2652	 1	 1	 132.611660957
2653	 1	 1	 132.661671162
2654	 1	 1	 132.711673021
2655	 0	 1	 132.76168704
2656	 1	 1	 132.811684132
2657	 1	 1	 132.861693144
2658	 1	 1	 132.911688089
2659	 1	 1	 132.961699963
2660	 1	 1	 133.011708021
2661	 1	 1	 133.061717033
2662	 1	 1	 133.111720085
2663	 1	 1	 133.161715031
2664	 1	 1	 133.211728096
2665	 1	 1	 133.261736155
2666	 1	 1	 133.311738014
2667	 1	 1	 133.361732006
2668	 0	 1	 133.411745071
2669	 1	 1	 133.461747169
2670	 1	 1	 133.511756182
2671	 1	 1	 133.561752081
2672	 1	 1	 133.611762047
2673	 1	 1	 133.661767006
2674	 1	 1	 133.71176815
2675	 1	 1	 133.76177001
2676	 1	 1	 133.811782122
2677	 1	 1	 133.861793995
2678	 1	 1	 133.911791086
2679	 1	 1	 133.961794138
2680	 1	 1	 134.011795998
2681	 0	 1	 134.061796188
2682	 1	 1	 134.111807108
2683	 1	 1	 134.161815166
2684	 1	 1	 134.211817026
2685	 1	 1	 134.261814117
2686	 1	 1	 134.311836004
2687	 1	 1	 134.361829996
2688	 1	 1	 134.411834002
2689	 1	 1	 134.461829185
2690	 1	 1	 134.511844158
2691	 1	 1	 134.561851978
2692	 1	 1	 134.61185813
2693	 1	 1	 134.661854982
2694	 0	 1	 134.711867094
2695	 1	 1	 134.761878967
2696	 1	 1	 134.811872005
2697	 1	 1	 134.86187005
2698	 1	 1	 134.911885023
2699	 1	 1	 134.961898088
2700	 1	 1	 135.011885166
2701	 1	 1	 135.061925173
2702	 1	 1	 135.111910105
2703	 1	 1	 135.161911964
2704	 1	 1	 135.211907148
2705	 1	 1	 135.261918068
2706	 1	 1	 135.311920166
2707	 0	 1	 135.361931086
2708	 1	 1	 135.411920071
2709	 1	 1	 135.461915016
2710	 1	 1	 135.511947155
2711	 1	 1	 135.561946154
2712	 1	 1	 135.611946106
2713	 1	 1	 135.661951065
2714	 1	 1	 135.711956978
2715	 1	 1	 135.76196909
2716	 1	 1	 135.811968088
2717	 1	 1	 135.861957073
2718	 1	 1	 135.911971092
2719	 1	 1	 135.961977959
2720	 0	 1	 136.011981964
2721	 1	 1	 136.061990023
2722	 1	 1	 136.111994028
2723	 1	 1	 136.161990166
2724	 1	 1	 136.212007046
2725	 1	 1	 136.262011051
2726	 1	 1	 136.312016964
2727	 1	 1	 136.362017155
2728	 1	 1	 136.412026167
2729	 1	 1	 136.462025166
2730	 1	 1	 136.512032986
2731	 1	 1	 136.56202817
2732	 1	 1	 136.612040997
2733	 0	 1	 136.662044048
2734	 1	 1	 136.712046146
2735	 1	 1	 136.762044191
2736	 1	 1	 136.812067986
2737	 1	 1	 136.862066031
2738	 1	 1	 136.912067175
2739	 1	 1	 136.962074041
2740	 1	 1	 137.012077093
2741	 1	 1	 137.062077999
2742	 1	 1	 137.112076044
2743	 1	 1	 137.162090063
2744	 1	 1	 137.212093115
2745	 1	 1	 137.262103081
2746	 0	 1	 137.312097073
2747	 1	 1	 137.362114191
2748	 1	 1	 137.412111998
2749	 1	 1	 137.462116003
2750	 1	 1	 137.512117147
2751	 1	 1	 137.562129021
2752	 1	 1	 137.612133026
2753	 1	 1	 137.662141085
2754	 1	 1	 137.712133169
2755	 1	 1	 137.762149096
2756	 1	 1	 137.812153101
2757	 1	 1	 137.862157106
2758	 1	 1	 137.912166119
2759	 0	 1	 137.962171078
2760	 1	 1	 138.012166977
2761	 1	 1	 138.062193155
2762	 1	 1	 138.112194061
2763	 1	 1	 138.16218996
2764	 1	 1	 138.212184191
2765	 1	 1	 138.262194157
2766	 1	 1	 138.312198162
2767	 1	 1	 138.362209082
2768	 1	 1	 138.41219306
2769	 1	 1	 138.462217093
2770	 1	 1	 138.512214184
2771	 1	 1	 138.562220097
2772	 0	 1	 138.612221956
2773	 1	 1	 138.662222147
2774	 1	 1	 138.71223712
2775	 1	 1	 138.762241125
2776	 1	 1	 138.812246084
2777	 1	 1	 138.862239122
2778	 1	 1	 138.912253141
2779	 1	 1	 138.962259054
2780	 1	 1	 139.012256145
2781	 1	 1	 139.062273026
2782	 1	 1	 139.112279177
2783	 1	 1	 139.162278175
2784	 1	 1	 139.212270021
2785	 0	 1	 139.262292147
2786	 1	 1	 139.312291145
2787	 1	 1	 139.362295151
2788	 1	 1	 139.412294149
2789	 1	 1	 139.462298155
2790	 1	 1	 139.512315989
2791	 1	 1	 139.562317133
2792	 1	 1	 139.612312078
2793	 1	 1	 139.66232419
2794	 1	 1	 139.71232605
2795	 1	 1	 139.762336969
2796	 1	 1	 139.812329054
2797	 1	 1	 139.86233902
2798	 0	 1	 139.912343979
2799	 1	 1	 139.962357044
2800	 1	 1	 140.01235199
2801	 1	 1	 140.062360048
2802	 1	 1	 140.112364054
2803	 1	 1	 140.162366152
2804	 1	 1	 140.212373972
2805	 1	 1	 140.262384176
2806	 1	 1	 140.312385082
2807	 1	 1	 140.36237812
2808	 1	 1	 140.41238904
2809	 1	 1	 140.462404013
2810	 1	 1	 140.512402058
2811	 0	 1	 140.562397957
2812	 1	 1	 140.612416029
2813	 1	 1	 140.66241312
2814	 1	 1	 140.712428093
2815	 1	 1	 140.762423038
2816	 1	 1	 140.812436104
2817	 1	 1	 140.86244297
2818	 1	 1	 140.912446022
2819	 1	 1	 140.962458134
2820	 1	 1	 141.012449026
2821	 1	 1	 141.062468052
2822	 1	 1	 141.112465143
2823	 1	 1	 141.162475109
2824	 0	 1	 141.212471962
2825	 1	 1	 141.262473106
2826	 1	 1	 141.312474012
2827	 1	 1	 141.362481117
2828	 1	 1	 141.412485123
2829	 1	 1	 141.462491989
2830	 1	 1	 141.512493134
2831	 1	 1	 141.562507153
2832	 1	 1	 141.612502098
2833	 1	 1	 141.662507057
2834	 1	 1	 141.712511063
2835	 1	 1	 141.762511015
2836	 1	 1	 141.812522173
2837	 0	 1	 141.862526178
2838	 1	 1	 141.912533998
2839	 1	 1	 141.962535143
2840	 1	 1	 142.012542009
2841	 1	 1	 142.062539101
2842	 1	 1	 142.112547159
2843	 1	 1	 142.162553072
2844	 1	 1	 142.212557077
2845	 1	 1	 142.262552977
2846	 1	 1	 142.312576056
2847	 1	 1	 142.362576008
2848	 1	 1	 142.412580013
2849	 1	 1	 142.46257019
2850	 0	 1	 142.51259017
2851	 1	 1	 142.56259203
2852	 1	 1	 142.612601042
2853	 1	 1	 142.662590027
2854	 1	 1	 142.71261096
2855	 1	 1	 142.762609005
2856	 1	 1	 142.81262207
2857	 1	 1	 142.862607956
2858	 1	 1	 142.912621975
2859	 1	 1	 142.962628126
2860	 1	 1	 143.012628078
2861	 1	 1	 143.06263113
2862	 1	 1	 143.11264205
2863	 1	 1	 143.162647963
2864	 1	 1	 143.212646008
2865	 1	 1	 143.262660027
2866	 1	 1	 143.312658072
2867	 1	 1	 143.362665176
2868	 1	 1	 143.412659168
2869	 1	 1	 143.462675095
2870	 1	 1	 143.5126791
2871	 1	 1	 143.562685013
2872	 1	 1	 143.612677097
2873	 1	 1	 143.662693024
2874	 1	 1	 143.712697029
2875	 1	 1	 143.762704134
2876	 1	 1	 143.812700033
2877	 1	 1	 143.862709999
2878	 1	 1	 143.912714958
2879	 1	 1	 143.96272707
2880	 1	 1	 144.012720108
2881	 1	 1	 144.062769175
2882	 1	 1	 144.112733126
2883	 1	 1	 144.162741184
2884	 1	 1	 144.21274519
2885	 1	 1	 144.262751102
2886	 1	 1	 144.312750101
2887	 1	 1	 144.36276412
2888	 1	 1	 144.412759066
2889	 1	 1	 144.462768078
2890	 1	 1	 144.512765169
2891	 1	 1	 144.562783003
2892	 1	 1	 144.612781048
2893	 1	 1	 144.6627841
2894	 1	 1	 144.712777138
2895	 1	 1	 144.762784004
2896	 1	 1	 144.812806129
2897	 1	 1	 144.862804174
2898	 1	 1	 144.912806988
2899	 1	 1	 144.962814093
2900	 1	 1	 145.012817144
2901	 1	 1	 145.062817097
2902	 1	 1	 145.112817049
2903	 1	 1	 145.162829161
2904	 1	 1	 145.212831974
2905	 1	 1	 145.262848139
2906	 1	 1	 145.312833071
2907	 1	 1	 145.362850189
2908	 1	 1	 145.412855148
2909	 1	 1	 145.462864161
2910	 1	 1	 145.512855053
2911	 1	 1	 145.562865973
2912	 1	 1	 145.612872124
2913	 1	 1	 145.662878036
2914	 1	 1	 145.712869167
2915	 1	 1	 145.762896061
2916	 1	 1	 145.812893152
2917	 1	 1	 145.862894058
2918	 1	 1	 145.91290617
2919	 1	 1	 145.962903976
2920	 1	 1	 146.012901068
2921	 1	 1	 146.062915087
2922	 1	 1	 146.112917185
2923	 1	 1	 146.162929058
2924	 1	 1	 146.212924957
2925	 1	 1	 146.262938023
2926	 1	 1	 146.312937021
2927	 1	 1	 146.362943172
2928	 1	 1	 146.412935019
2929	 1	 1	 146.462949038
2930	 1	 1	 146.512953043
2931	 1	 1	 146.562961102
2932	 1	 1	 146.6129601
2933	 1	 1	 146.662969112
2934	 1	 1	 146.712973118
2935	 1	 1	 146.762979031
2936	 1	 1	 146.812975168
2937	 1	 1	 146.862989187
2938	 1	 1	 146.912983179
2939	 1	 1	 146.96299696
2940	 1	 1	 147.013010979
2941	 1	 1	 147.063033104
2942	 1	 1	 147.113022089
2943	 1	 1	 147.163009167
2944	 1	 1	 147.213020086
2945	 1	 1	 147.263025045
2946	 1	 1	 147.313030958
2947	 1	 1	 147.363022089
2948	 1	 1	 147.413042068
2949	 1	 1	 147.463040113
2950	 1	 1	 147.513051033
2951	 1	 1	 147.563048124
2952	 1	 1	 147.61306119
2953	 1	 1	 147.663067102
2954	 1	 1	 147.713067055
2955	 1	 1	 147.763067007
2956	 1	 1	 147.813079119
2957	 1	 1	 147.86308217
2958	 1	 1	 147.913091183
2959	 1	 1	 147.963093042
2960	 1	 1	 148.013092995
2961	 1	 1	 148.063101053
2962	 1	 1	 148.113100052
2963	 1	 1	 148.163109064
2964	 1	 1	 148.213112116
2965	 1	 1	 148.263125181
2966	 1	 1	 148.313119173
2967	 1	 1	 148.363126993
2968	 1	 1	 148.413130999
2969	 1	 1	 148.463135004
2970	 1	 1	 148.513130188
2971	 1	 1	 148.563147068
2972	 1	 1	 148.613155127
2973	 1	 1	 148.663153172
2974	 1	 1	 148.713149071
2975	 1	 1	 148.763164997
2976	 1	 1	 148.813168049
2977	 1	 1	 148.863173962
2978	 1	 1	 148.913179159
2979	 1	 1	 148.963191032
2980	 1	 1	 149.01318717
2981	 1	 1	 149.063183069
2982	 1	 1	 149.113202095
2983	 1	 1	 149.16320014
2984	 1	 1	 149.213203192
2985	 1	 1	 149.263209105
2986	 1	 1	 149.31321311
2987	 1	 1	 149.363222122
2988	 1	 1	 149.413221121
2989	 0	 1	 149.46321702
2990	 1	 1	 149.513241053
2991	 1	 1	 149.563238144
2992	 1	 1	 149.613242149
2993	 1	 1	 149.663238049
2994	 1	 1	 149.713248014
2995	 1	 1	 149.763251066
2996	 1	 1	 149.813261986
2997	 1	 1	 149.863255978
2998	 1	 1	 149.913261175
2999	 1	 1	 149.963277102
3000	 1	 1	 150.013278008
3001	 1	 1	 150.06329608
3002	 0	 1	 150.113305092
3003	 1	 1	 150.163295984
3004	 1	 1	 150.213296175
3005	 1	 1	 150.263309956
3006	 1	 1	 150.313307047
3007	 1	 1	 150.363303185
3008	 1	 1	 150.413315058
3009	 1	 1	 150.463320017
3010	 1	 1	 150.513326168
3011	 1	 1	 150.563323021
3012	 1	 1	 150.613343
3013	 1	 1	 150.663340092
3014	 1	 1	 150.713345051
3015	 0	 1	 150.763341188
3016	 1	 1	 150.813351154
3017	 1	 1	 150.863360167
3018	 1	 1	 150.913364172
3019	 1	 1	 150.963365078
3020	 1	 1	 151.013370991
3021	 1	 1	 151.063376188
3022	 1	 1	 151.113382101
3023	 1	 1	 151.163379192
3024	 1	 1	 151.213381052
3025	 1	 1	 151.263396025
3026	 1	 1	 151.31340003
3027	 1	 1	 151.363399029
3028	 0	 1	 151.413417101
3029	 1	 1	 151.463412046
3030	 1	 1	 151.513427019
3031	 1	 1	 151.563413143
3032	 1	 1	 151.613425016
3033	 1	 1	 151.663432121
3034	 1	 1	 151.713433027
3035	 1	 1	 151.763442039
3036	 1	 1	 151.813450098
3037	 1	 1	 151.86345005
3038	 1	 1	 151.913455009
3039	 1	 1	 151.963459015
3040	 1	 1	 152.013462067
3041	 0	 1	 152.063465118
3042	 1	 1	 152.113475084
3043	 1	 1	 152.163483143
3044	 1	 1	 152.213483095
3045	 1	 1	 152.263478994
3046	 1	 1	 152.313493013
3047	 1	 1	 152.363496065
3048	 1	 1	 152.413501978
3049	 1	 1	 152.46349597
3050	 1	 1	 152.513509035
3051	 1	 1	 152.56351614
3052	 1	 1	 152.613519192
3053	 1	 1	 152.663515091
3054	 0	 1	 152.713526011
3055	 1	 1	 152.763535976
